BT_A_N_001	BT_A_N_025	BT_A_N_029	BT_A_P_014	BT_A_P_026	BT_A_P_030	BT_A_SL_003	BT_A_SL_027	BT_A_SL_031	BT_A_SM_004	BT_A_SM_028	BT_A_SM_032
LOC100643042	456.0005	392.0004	400.0003	381.0005	368.0005	278.00031904	427	423.0007	333.9995	398.9996	236.9999	296.9997
LOC100643044	514.409	579	702.9997	521.6666	443.6994	479.411	572.9997	485.0005	379	406.9997	439	502.0001
LOC100643045	737	752	633	531	489	573	564	537	559	625	462	531
LOC100643046	3141	2127.00333	2673.9992	2007.0009	1997	1733.99864	2650.002366	2459	1720.99668	1932.00156	1160.00203005278	1481.99918
LOC100643048	2781.8543	2102.5546	2032.9659	1843.9300052231	1850.77880242503	1955.38970009572	2269.9529	1780.3885	1917.4420527895	2082.953	1492.73770742866	1619.9102
LOC100643049	31.0744	21.0342	31.1243	25.1025	21.0097	17.0288	15.0231	19.0546	17.0681	23.0809	12.0759	17.0536
LOC100643050	393.48734	599.40605	474.445	505.69301	323.96997	468.18513	387.97293	328.23927	431.0442	409.79651	419.601	323.79204
LOC100643051	673.143	608.137	696.387	561	499.15	452.551	600.453	485.132	514	516	359.11	463
LOC100643052	105	148	84	100	86	94	116	92	75	73	64	102
LOC100643053	2759	2356	2346	1981	1887	1780	2566	2037	2012	1708	1375	1596
LOC100643054	1082.9996	812.0009	917.9992	796.0003	880.0001	840.0002	1114.999	967.9996	665.9988	702	575.9998	630.9997
LOC100643055	3839	4340	3345	3175	3069	3842	4327	3373	3018	2634	2767	3108
LOC100643056	3871.0035	3132.9985	3298.0025	2896.0035	2796.9965	3135.9954	3682.0004	3197.9997	2871.00417	2690.9992	2083.0013	2150.0038
LOC100643057	3.32622	5	5	7.47263	3.35907	3	2.4716	3	6	9.76677	5.22413	4
LOC100643058	2718.005	1928.9997987	1925.00039	1836.0002092	2095.000532	1834.00000959916	2759.269	2273.0003	1864.99979	2007.00051398	1317.00011558	1392.99940844933
LOC100643059	633	858	552.9997	754	681	734	819	676	661.9998	651	650.0001	596.9996
LOC100643060	1139.00072	1433.0044	1077.00055	1087.00031	1274.9977	1108.99994	1928.00391	1409.0046	1123.99947	1119.00025	822.00066	758.00004
LOC100643061	1507	1384	1400	1140	1091	1069	1722	1121	1162	1229	787	953
LOC100643062	645.9993	435.601132176	459.612400628965	423.639	433.6206	402.0001	312.573300091948	446.621652690255	451.0003818127	309.086000012553	319.0004525903	271.986400088805
LOC100643063	1315.69	2388.83	1583	1267	1144	1440	1133	1341	1378	874	1000	1203.75
LOC100643064	418.031	364	430	347.082	291	303	377	345.161	281	368	252	312
LOC100643065	5.00000365	9.999995285	7.00000092	6.000006556	5.00000145	6.999998878	4.99999932	10.00000902	5	12.00000789	4.000005853	2
LOC100643066	520.9993	452.9997	248	321.9999	306.9996	319.0002	235	244.9999	336	437.001	189.0002	220.9995
LOC100643068	457.756	310.726	339.118	281	294.693	225.302	359.618	257.28	288.025	297.771	196.307	187.385
LOC100643069	2147.002	1683.0004	2240.0024079531	1704.0001	1698.00220619345	1538.99900003019	1980.9956	2040.9983	1706.99482607	1552.0008	928.0000710596	1325.9990009164
LOC100643070	9321.007272889	8260.996883	8776.99396475156	6006.9998	6197.00502643	5852.99480423	8513.00447357388	6255.99649729	5729.99558	7525.9958	4970.00391390915	4652.99657055752
LOC100643071	8	33	32	27	13	22	36	17	22	16	20	21
LOC100643072	667.994	735.646	685.023	603.419	484.233	569.282	716.167	576.16	529.386	600.611	507.004	538.833
LOC100643073	5946.0037	2974.9992	3425.0015	2286.0004	2298	2631.9972	3777.0059	2596.0005	2521.9956	4917.9989	2149.0012	2044.0001
LOC100643074	266.00046	299.9997	222.99993	230.9996	226.00034	233.99959	293.0004	230.00024	230.99957	250.99969	187.99999	143.99992
LOC100643075	564.0002	637.9998	519.9996	481.9997	464.0001	490.0003	771.0002	473.0001	392.0001	460.0004	375.0005	450.0003
LOC100643076	435	551	521	474	353	449	488	439	435	354	306	361
LOC100643077	420.0003	533.9996	377.9995	380.0001	344.0002	417.0003	398.0002	341.99997	442.9998	464.9995	271.9998	391.0007
LOC100643078	626	726	579	553	410	419	507	471	419	543	416	377
LOC100643079	531.0004	735.0003	488.0001	654.0003	604.9999	692.9997	543.9999	726.0001	626	433.9999	534.9995	657.0002
LOC100643080	1943.9949	3637.0055	2803.0012	2794.0042	2394.0019	2317.0039	2538.9986	2432.0049	2359.9957	1977.9993	1838.9996	1834.9993
LOC100643081	0	0	0	0	0	0	0	0	0	0	0	0
LOC100643082	35	24	27	27	19	21	30	10	17	32	13	19
LOC100643083	453.601	535.4	526.163	384.1	400.954	362.666	525.515	436.014	416.166	348.379	320.348	350.166
LOC100643084	1073	1161	906	816	754	882	1129	868	719	779	656	708
LOC100643085	863.995	644.949	604.923	623.877	573.545	541.595	836.127	671.314	586.98	617.485	524.562	477.275
LOC100643086	2602	4712	4169	2091	1882	2264	2177	2130	2808	1773	987	2396
LOC100643087	19274.82	20752.681	17850.677	17113.913	15324.942	15921.798	22028.84	14712.841	16791.866	16121.886	13927.82	13548.837
LOC100643088	643.69	452.74	330.433	354.441	502.372	331.446	583.265	455.927	367.788	579.976	287.692	270.451
LOC100643089	2275	2851	2390	2502	2038	2279	2592	2190	1909	1795	1853	1916
LOC100643091	2871.85	2660	2712.76	2267.08	1958.73	2043	3110.82	2178	1821.89	2293.87	1675	1942.76
LOC100643092	682	608	335	284	711	621	484	522	498	383	160.0002	266
LOC100643093	12	7	8	4	11	7	17	6	15	12	4	0
LOC100643094	3409.99440057807	3264.9986	2936.99730001227	2348.996745	2446.0047673031	2396.0013	2921.99550113364	2447.9993	2330.99890121877	2480.00241671902	1896.9996	2323.9992
LOC100643095	529	730	752	813	477	729	628	492	633	632	572	585
LOC100643096	1349	1122	990	846	845	1048	1228	901	796	927	720	809
LOC100643097	374	580	520	409	389	436	452	467	445	372	347	441
LOC100643098	745.82	497.996	539.289	613.071	500.677	406.114	751.719	580.191	570.971	640.944	321.219	331.104
LOC100643099	1928.91	2560.68	1621	1969.66	1771.04	1995.96	2336.44	1937.94	1745.25	1640.2	1852.79	1655.35
LOC100643100	327.0046	262.00732118212	392.0562	197	168	196.0308	168	208.019788899	210.0000335354	197.0155	147.0240807	183.0292
LOC100643101	747.9815	628.8262	549.9422	510.309	547.6285	480.111	722.234	606.8299	455.043	572.4568	361.1839	455.344
LOC100643102	577.7128	794.7201	726.6316	660.32	530.72	764.9746	923.672	506.7362	418.1748	556.06	589.7862	644.6654
LOC100643103	16	12	24	21	17	13	6	15	8	14	11	25
LOC100643104	768.0008	745.0003	695	653.9993837	739	706	625.9997	629	519.999700027986	352	425	452.9999
LOC100643105	714.418	711.095	826	674.161	622.133	581.524	858.588	704.183	562.124	640.298	549	483
LOC100643106	0	0	0	0	0	0	3	1	0	0	0	0
LOC100643107	278.99965	587.99994	450.00004	396.99979	387.9996	493.9999	309.0006	338.0002	283.9997	319.00002	605.9989	459.0004
LOC100643109	120	182	123	141	121	184	106	123	184	154	99	124
LOC100643110	174	154	131	168	106	112	178.0004	142	118	122	94	97
LOC100643111	264.0005	516	372	428	362	434	479	356.9996	350	319.0004	365	329.9996
LOC100643112	4048.87200004154	4256.83500338715	3990.0964	3331.5170298116	3065.036647268	3193.8604	4044.899316	3547.4788	2864.28150009542	2696.92650023698	2136.43582	2665.20084
LOC100643113	345.869	291.053	301.291	244.616	269.15	206.82	361.648	309.151	259.441	278.138	218.967	211.53
LOC100643114	519	557	560	461	376	395	564	479	379	415	373	385
LOC100643115	11012	1224	2657	1145	1235	1113	647	1825	1580	1423	826	740
LOC100643116	19.0035	39	35	24	19	25	24	20	17	37	23	39
LOC100643117	2369.879	2858.605	2377.4331	2141.9833	2033.772	2265.543	3271.45	2263.657	1827.2944	1889.133	1637.0836	2051.5297
LOC100643118	1813.9999	1886.005	1883.996	1594.997	1388.002	1611.998	1954.004	1676.002	1465.995	1469	1533	1375
LOC100643119	432	436	341	349	320	310	422	359	344	340	230	244
LOC100643120	751.0006	817.9994	743.9993	694.0001	656.0006	689.0003	809.9994	727.9993	606	702.0006	551.9998	633.9996
LOC100643122	613.9995	862.001	641.9999	613.9998	589.0001	643.9999	875.0001	574.0003	596.0003	745.0007	708.9999	518.0002
LOC100643125	1170	1397.999	1741.004	1370.998	1065	1189	1268	1199	1119	1094	926	1106
LOC100643126	4422.48	4485.51	3966.75	2765.73	2764.58	2895.8	2438.62	3557.59	3346.67	2024.7	1419.81	2648.73
LOC100643127	2162.999	2616.998	2349.002	2072.997	1777.004	2030.999	2338.004	1798.998	1820	1981.998	1437	1880.999
LOC100643128	815	1057	910	960	751	882	1153	778	786	679	761	794
LOC100643129	58	55	69	39	40	65	57	51	45	24	53	69
LOC100643130	5155.755	7215.907	5596.773	5717.95	4707.871	5776.43	6440.65	4559.712	6035.81	4175.552	3887.894	4880.818
LOC100643131	411	677	599	588	496	516	748	635	429	499	472	413
LOC100643132	5381	5257	4468	4696	4700	4900	5959	4773	5031	3979	3626	3878
LOC100643133	4452.9949	2543.99796261827	2532.997580439	2161.9983141151	2588.9994	2061.99580023164	3238.99543568394	3051.003071507	2693.9979848253	2869.00300797395	1667.99790301766	1863.00433259
LOC100643134	1036.99986	683.00000313636	673.00000789039	620.000000012536	662.000000403251	660	1150	613	817	895.000000343345	460.0005	449.00005
LOC100643135	1647	2324	1422	2092	1711	1956	2362	1604	1722	1509	1723	1566
LOC100643136	521.494	903.859	409.427	637.708	614.257	748.775	672.781	638.509	650.325	315.95	636.549	568.634
LOC100643137	25833.3808	23687.97	26934.498	21156.6046	19586.666	19226.4011	24927.0356	21118.6625	17112.352	19247.532	13202.324	16804.837
LOC100643138	0	0	0	0	0	0	1	1	0	0	0	1
LOC100643139	557.177	460.935	504.421	522.906	431.249	366.692	532.551	507.274	383.768	404.656	252.45	401.864
LOC100643141	1020	1557	1073	1378	1012	1103	1242	1272	1167	1079	1033	1039
LOC100643142	206.797	746.632	247.06	174.325	169.07	332.05	148.009	153.06	164.182	168.432	104.703	249.863
LOC100643143	1059	1150	1065	1021	719	868	967	634	988	1379	679	644
LOC100643144	757	726	703	586	491.9997	464.0001	578	596	482.0001	618.0003	354.0001	485.0004
LOC100643145	339.9997	336.0003	337.00107	264.99969	200.9998	258.99963	243.00047	244.9997	205.0002	243.99964	216.0003	239.00356
LOC100643146	4180.61668	2714.388	5771.924	3118.59758971	3135.656	2619.0716047	3520.820352233	3765.24287	2771.5058	3013.0459166	1743.14041	2270.25818
LOC100643147	512.9999	748	551	680.0005	521.0001	651	759	484.0003	482	551.0003	626.0003	530.0004
LOC100643148	24634.974	14590.954	21503.04	18711.037	17633.983	15876.048	21001.02	19200.978	14128.038	13788.005	10602	10839.999
LOC100643150	440777.8701	507478.154	414070.166	328322.413	328682.6379	364358.7154	249330.0918	398375.249	338835.6139	362151.5105	279434.1675	299591.2684
LOC100643151	7242	12208	7660	7977	5950	7595	7394	5781	7226	5923	6051	5824
LOC100643152	700	749	397	554	466	364	324	318	298	355	435	310
LOC100643153	768	628.99941	607.0002	569.9991	487.0007	605.9999	606.0008	486.9995	451.00035	485.999810416251	407.00023	543.0001
LOC100643154	3551	4467.997	2986.999	3479.999	3566.999	4472.999	4308.886	3796.999	3891.996	2498.998	3477.928	3630.002
LOC100643155	1182	2767	1493	1413	1325	2098	1474	1341	1538	1043	1395	1825
LOC100643156	21	6	2	4	5	4	14	10	8	4	1	2
LOC100643157	51484.922	16030.663	18422.5593	16055.478	27700.857	5386.0076	14518.0682	34946.1197	20042.473	10940.698	9297.128	4800.03690007023
LOC100643158	4229.9974	5024.99537	4362.9998	4386.99555	3414.000713	4244.996900244	4795.99846306	3479.0004691	3852.99544	3595.9949	3160.0016	3935.99943
LOC100643159	354.9995	372.9999	326	309	231.0001	239	339.9996	270	213.00000195199	283.0004	191.0001	215
LOC100643160	39	24	33	22	11	28	31	9	18	22	22	25
LOC100643161	652.916	667.276	625.032	584.777	540.875	463.87	711.851	716.38	618.37	477.092	296.098	422.223
LOC100643162	2595.00077577553	2378.99966	1994.999922	1885.9992586	2010.9995	2439.2161446	2246.99983	2145.0018	2277.00038	2375.00102	1486.001879	1646.00123469
LOC100643163	176.592	136	101	129.3326	132.3001	119.5894	190.0001	145.9998	122.999971419	128.9997	83.0000000474098	121
LOC100643164	573	584.0002	509.0001	542.9998	420	427.9998	547	491	427.0001	503	338.0002	364.0005
LOC100643165	28	33	38	30	26	30	23	23	42	36	22	26.00002
LOC100643166	3303.145	3117.4445	2594.034	2462.0701	2683.2227	2735.6111	3448.0452	2974.6115	2447.8703	1949.0435	2103.2673	2124.0862
LOC100643167	16	8	5	4	5	5	1	6	10	7	5	6
LOC100643169	7693.001	7028	6533.00021034	5962.0023	7335.9988	5768.003	10283.966	9059.9966	8351.9975	5322.996	4050.00290304646	4817.9969
LOC100643170	1857.201	1468.139	1589.561	1246	1269.7951	1354.617	1906.005	1338.4321	1328.003	1550.0008	1019.0004	1082.7689
LOC100643171	435.0004	1401.0015	562.99967	1393.99970003045	759.999300360227	1048.99950003779	1828.00019	751.000100042399	785.000400011047	508.9997	925.9992	769
LOC100643173	1605.998	2988.00000619996	2177	1358.001	1355.00000020796	2221	1263.004	1725.00000004049	1069.0003	1048	863	1926.9962
LOC100643175	199	330	211	218	206	267	214	200	197	221	229	197
LOC100643176	635.0002	782.0001	491.99994	474.0002	534.9999	707.9996	571.0004	609.9997	411.9997	351.9995	446.99991	511.9999
LOC100643177	2413	2721	2240	2271	1896	2281	2711	2146	2121	1983	1721	2014
LOC100643178	255.9999	459.0007	305.99947	230.00039	224	184.99953	377.0006	278.99992	207.9996	218.0001	148.00004	182.00006
LOC100643179	558.9695	577.9918	507.96609	476.0004	468.9117	541.0002	546.943	394.9998	438.0003	478.0004	411.9533	472.9907
LOC100643181	9660.998	14398.03	11356.01	11565.99	14075.01	13237.99	16384.03	12351	9612	8111.001	9487.002	9678.995
LOC100643183	101.473580020909	82.1642	91.076	73.99870017343	46.37550096401	54.826815	127.576310634	65.0594	80.8274	80.1104	35.0506	35.811556
LOC100643185	77	93.00004	63	56.00003	28.0000000185757	61.00002	94	52.00005	45	65	53	43.00003
LOC100643186	434.031	269.726	251.407	166.028	339.179	205.853	442.358	326.271	234.9	324.316	139.165	229.107
LOC100643187	1807.73	2165.73	1311.39	1733.2	1407.26	1659.93	1836.95	1440.13	1605.81	1366.68	1341.36	1227.56
LOC100643188	21.000000327286	12.0000132	17	9	22.00002	12	33	10	15	13.00004406	12	8
LOC100643190	4078.99	6386.98	3909.98	5285.99	3937.98	4689.99	4701.98	4382.99	4290	3397.98	3902.99	3564
LOC100643191	463.006	776.354	547.977	594.581	499.767	731.718	710.833	429.84	522.614	457.389	571.996	545.167
LOC100643192	249.753	169.4204	148.8525320517	104.85388	108.2014	106.64019	147.0634	101.2335	143.0179	161.6498	78.3056	103.8729
LOC100643194	351.07083	372.081	324.20100173413	340.0854	223.0001	274.301653794476	294.999800106577	289.078000044341	275.1515	325.1098445	220	287.365501262122
LOC100643195	81.44647	80.3588	65.4131	69.9903	83.1197	94.9935	86.0257	86.8248	85.6383	76.79306	114.8132	70.4256
LOC100643197	1300.997	1462.003	1102.0042	1172.999	1229.002	1264.999	1879.997	1146.0042	1013.0003	917.0004	839	1053.0004
LOC100643198	2151	2408	1554	1506	1774	1597	2602	1253	1494	1629	1163	1257
LOC100643199	846	554	763	643	612	620	786	725	546	570	437	560
LOC100643200	354.1057	255.2317783	215.34530205599	200.28175	223.2217	238.5726388815	214.0609	170.0562	381.3876	427.3537	214.4215	148.20339924656
LOC100643201	350	583	420	502	449	416	596	493	546	450	419	457
LOC100643203	1337	1813.999	1471.995	1675.997	2200.999	1793.000286095	1880.996	2398.001	2175.996	1009	1274	1826.001
LOC100643204	1463.63	1817.44	1267.78	1299.57	1082.54	1272.99	1243.18	1372.51	1176.82	975.52	1066.32	1239.84
LOC100643205	2297.000979	1717.2186332505	1697.218926736	1420.99999	1812.0226	1417.05168	1748.1291	1884.159778133	1582.30300039092	1460.485	873.043800273381	1352.45044711
LOC100643206	2161.0059430977	1616.05140319297	1452.07705501696	1317.12295	1401.45524	1200.4047	1613.8724	1274.685264	1363.01989	1641.5150001993	990.439364503	982.725
LOC100643207	1181.0023	2808.0039	1508.996	1946.002	1508.998	1893.997	1962.0031	1573.9972	1814.996	1438.9964	1870	1605.9981
LOC100643208	540.369	612.831	448.132	461.206	372.655	480.81	558.607	471.901	411.38	393.602	346.798	397.697
LOC100643209	1683	1555	1633	1099	1045	1362	2101	885	989	1030	992	1423
LOC100643210	71	85	87	83	72	90	84	70	65	78	72	72
LOC100643211	3290.996	3198.995	3572	3119.005	2581.997	2721.998	3835	2906	2775.996	2353.004	2028	2516
LOC100643212	527.99952	217.999863	218.0004	197.0003	173.99981	147.9999639801	306.00046	166.99970677779	212.00036	319.00026	107.0000019958	114.00004
LOC100643213	8032.993	8473.001	8215.998	7749.002	6910.992	7300.003	10311	6841.992	6698.998	6050.002	5390.9998	5542.999
LOC100643214	7662	9104	7118	6435	7772	6560	6357	9350	6535	3581	3710	5736
LOC100643216	702	1275	818	1021	757	949	972	878	826	659	806	845
LOC100643217	2820.9982	2478.732	2664.76	2522.0026	1893.99975	1891.999	2142.9999	2477.0034	1985.9999	1572.0004	1068.99999	1535.9995
LOC100643218	385.0001	233.00031	273	163.9996	154.00003	148.9998	235.00028	145	156.00014	325.0002	146	121
LOC100643219	1649	1448	1480	1395	1210	1330	1692	1419	1160	1223	1177	1050
LOC100643220	3668.0858	4130.317	4270.996	4137.3369	3537.9651	3497.038	4079.5587	3650.064	3458.7478	2810.8057	3044.209	3385.646
LOC100643221	626.0001	765.0001	568.9999	532	485.0003	672.0004	745.9996	553.0002	473.0002	565.0004	641.9997	566.9997
LOC100643222	1090.0042	1400.9956	1178.0044	1212.9966	1008.0001	1177.0018	1305.9996	1098.0003	1157.9985	1000.0004	930.0001	1015.9998
LOC100643223	967.0001	1105	888	929	844.0005	898	1040.9996	912	873.9998	907.0002	777.0002	720.0001
LOC100643224	186.083	187	96.0479	85	64	147	54	89.0372	87.0388	130	106.059	107
LOC100643225	506	357	383	247	279	291	390	329	320	350	234	274
LOC100643226	511.0003	534.0004	483.000089	477.0003	453.99996	432.9995	530.00038	489.99951	529.9996	398.0004	346	399.9996
LOC100643227	1304.9466	1409.3015	1058.2895	1014.0888	1031.1259	1098.2347	1447.242	1071.3757	939.2244	1049.7775	893.5865	921.6765
LOC100643228	261.9996	155	172.9999	128	150	157.0001	311	186.0005	118	145	116	137
LOC100643229	140.0001	149.00045	135.00039	130.00028	109	166.0005	111.99993	110	158.9998	181.00042	116.00047	108.99997
LOC100643230	423.0004	349.9997	394.0004	313.9995	373.9997	347.00046	519.9998	395.99968	309.0001	356	191	241.0002
LOC100643231	94.0084	119.03144	97.0184	80.01944	92.02228	95.0061	100.01607	108.0094	107	92.05332	78.005734686	79.00606
LOC100643232	1	3	1	1	1	3	3	4	1	4	1	0
LOC100643233	12	19.00001	22.99996	10	14	24	21.99998	13	24.00001	21	13	12
LOC100643234	1942	3285.00292	2092	2523.99749	2174.99522	2617.99821	2875.00376	2167.00288	2468.99594	1845.0039	1910.00135	2176.00464
LOC100643235	631	403	473	463	388	375	641	373	389	509	251	321
LOC100643236	1828.155	1398	1522	1199.002	1460.999	1264.1447	1622	1453.168	1252	1263	978.574	996
LOC100643237	3042	2897	3431	2740.002	2506	3438	5299	2709	2339	1956	1860	2474
LOC100643238	5248	9341	5834	6935	6424	7517	8054	6390	7070	4856	5805	6488
LOC100643239	1256.1173	1361.3988	1048.5672	1181.0127	1053.232	1153.4523	1506.553	1026.344	1063.7039	1156.8618	943.9198	947.4657
LOC100643240	663.02	803.626	683.238	628.234	570.416	647.997	788.126	631.044	547.321	521.668	494.703	525.613
LOC100643241	285	280	251.00033	188	241	238	392	218	229	261	255.00035	197
LOC100643242	633	912.0005	667.9996	613.0003	555	638.00018	847.0001	712.9999	574.0003	596.0000075431	520.9998	582.00000140163
LOC100643243	45	82	64	76.99998	57.00002	54.00003	121	80.99998	52	93	35	50
LOC100643244	280.00018	308	297.0001	287.99998	232.99947	239.9999	380	346.9997	198.9997	250.0004	210	179.00006
LOC100643245	421.00004	357.0008	373.9997	331.0004	292.0002	331.9994	375.0001	309.9998	273	404.0003	236.9996	283.0003
LOC100643247	1775.408	2296.932	2015.454	1649.281	1527.062	1851.047	2414.612	1752.99	1462.779	1132.503	1295.458	1565.351
LOC100643248	869.339	963.297	687.911	690.374	660.961	805.4	1032.31	835.239	729.911	631.456	518.766	606.247
LOC100643249	6503	7773	5618	5362	4366	5132	3114	6508	4487	6103	4815	4804
LOC100643250	2270.32	2233.4	2240.41	2026.02	1827	1963.4	2436.39	2020.68	1709.64	1661.29	1511.84	1637
LOC100643251	5655.997	5622.001	5140.995	4573.002	4267.001	5089.004	5807.002	5064.997	4208	3881.996	3971.003	4116.997
LOC100643252	2333	2286	2698.81	2249	1824.79	2093.79	2826	1845	1778	1867	1486	1723
LOC100643253	3365	3271	2774	2723	2834	3104	3464	3207	2940	2274	2116	2308
LOC100643254	921	966	543	236	460	388	320	566	250	97	223	436
LOC100643255	5157.73	9958.77	5455.73	7906.9	6072.93	7507.84	7245.88	7124.94	7650.91	5125.93	6417.934	6122.94
LOC100643256	288	314	248	215	269	258	379	232	190	193	217	201
LOC100643257	64.00001	39	37	33.99997	27	33	61	26	27	24	38	21.000001
LOC100643258	7	17	11	17	11	9	27	20	36	20	10	11
LOC100643259	293.52147	284.585227031	246.27830006677	209.99998	175.421900083991	185.8568	283.6884	222.7208	189.412025	255.99994348	158.9999	174.000100032905
LOC100643260	0	0	0	0	0	0	0	0	0	0	0	0
LOC100643261	947	884	777	885	741	792	923	737	699	717	582	712
