CA_N_007	CA_N_012	CA_N_030	CA_P_013	CA_P_041	CA_P_055	CA_SL_019	CA_SL_048	CA_SL_056	CA_SM_029	CA_SM_039	CA_SM_049
Caust.v2_014778	0	0	0	0	0	7.17786	1.34502	14.3694	17	3.3379	2.4469	2.45149
Caust.v2_014779	1557	1484	3446	1747	1372	1098	921	1752	892	1101	2203	2076
Caust.v2_014780	708	571	658	669	535	620	678	873	635	598	562	1054
Caust.v2_014781	4	9	20	20	9	12	5	7	10	4	5	9
Caust.v2_014782	4	2	0	1	1	11	2	8	9	4	5	14
Caust.v2_014783	91	53	72	59	58	99	95	63	70	78	35	136
Caust.v2_014784	2177.43	1511.35	1350.83	2120.15	1435.47	2318.75	1922.45	3556.48	2014.8	1453.45	1387.79	5577.65
Caust.v2_014785	1343	871	1092	941	661	884	1044	1193	818	808	662	1090
Caust.v2_014786	741	771	816	1016	715	870	777	936	747	757	799	758
Caust.v2_014787	1168	895	768	1194	702	793	1070	1218	827	773	892	1080
Caust.v2_014788	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_014789	275	139	259	226	101	301	478	493	255	289	272	796
Caust.v2_014790	1820	2512	1830	1971	2045	1542	1374	1546	1670	1525	1591	1312
Caust.v2_014791	1070	948	1237	1050	1163	781	856	1071	975	836	1171	802
Caust.v2_014792	430	377	413	394	282	296	376	532	284	349	309	386
Caust.v2_014793	509	429	390	541	351	314	300	308	446	281	309	326
Caust.v2_014794	410.941	242.669	445.428	341.55	182.473	439.53	715.756	636.421	448.015	257.082	420.158	1284.82
Caust.v2_014795	861	436	694	600	456	769	952	839	494	585	516	987
Caust.v2_014796	2022	459	731	1148	352	1062	678	1206	614	813	589	1136
Caust.v2_014798	633	787	801	895	685	541	157	310	676	697	397	219
Caust.v2_014799	1377	516	766	1027	385	1426.77	1401	1923	931	1317	731	1947
Caust.v2_014800	50	17	32	51	13	69.2334	24	69	41	54	26	81
Caust.v2_014801	1253	708	1065	1021	650	978	1139	1290	733	875	812	1402
Caust.v2_014802	2	4	1	4	2	4	0	4	0	2	0	5
Caust.v2_014803	0	0	0	0	0	1	0	0	1	0	1	0
Caust.v2_014804	20	29	23	38	23	19	59	25	52	23	33	43
Caust.v2_014812	63	53	44	59	30	62	68	54	53	54	37	56
Caust.v2_014817	3667	7867	3578	9588	6602	5966	4722	8693	9196	6305	8809	4949
Caust.v2_014819	584	422	480	537	466	334	531	509	384	466	350	604
Caust.v2_014820	1533	1293	1475.99994	1529	1370	1409	1159	1631	1187.99962	1437	1499.99535	1442
Caust.v2_014821	1063.58	574.528	910.419	1168.12	541.265	1172.06	1514.94	1465.87	715.321	811.588	1244.29	2268.09
Caust.v2_014822	216.354	157.396	172.645	114.198	118	197.943	165.515	234.636	194.469	123.887	171.475	145.714
Caust.v2_014824	194.097	91.5719	157.42	98.7614	119.562	134.797	126.932	130.259	145.383	119.815	135.896	68.331
Caust.v2_014826	59	43	38	80	39	43	67	93	41	42	54	125
Caust.v2_014827	7097.92	9476.44	7233.6	10818.24	9954.44	9111.2	4997.08	10995.296	10727.33	8562.2	8800.12	7735.68
Caust.v2_014828	0	0	0	0	0	5	7	7.46463	15.2704	3	0	0
Caust.v2_014829	2719	2553	2794	2587	1909	2155	1807	2255	2120	2123	2369	1809
Caust.v2_014830	175	190	267	130	112	135	141	164	159	195	189	90
Caust.v2_014833	283	633	460	633	581	328	249	409	509	343	432	331
Caust.v2_014834	37	107	98	142	108	60	66	95	87	72	70	66
Caust.v2_014835	1	0	2	0	2	4	1	3	0	1	1	0
Caust.v2_014840	114	292	193	309	285	132	100	181	232	161	143	156
Caust.v2_014848	527.123	773.979	554.76	770.188	523.26	1388.18	704.052	675.881	853.928	716.405	890.104	921.787
Caust.v2_014849	1230	892	1147	1104	844	1316	1333	1587	993	1036	1109	1749
Caust.v2_014850	174.12	120.486	45.2486	166.882	154.682	57.7339	75.2585	187.754	142.568	145.644	136.379	8.80535
Caust.v2_014852	73	67	92	99	79	73	48	51	91	92	87	39
Caust.v2_014853	1304	983	1299	1342	842	1423	1315	1671	1094	1087	1221	2175
Caust.v2_014854	275.858	236.429	233.788	477.955	302.8	245.744	190.686	372.642	474.99	239.92	277.343	448.988
Caust.v2_014855	738.8	936.4	769.6	1190.8	1130.8	877.2	482	712.4	943.2	1066.8	947.6	678.4
Caust.v2_014857	2	0	0	2	0	0	0	1	2	0	0	0
Caust.v2_014858	1	1	2	2	0	3	1	0	0	0	0	0
Caust.v2_014859	69.6076	48.7174	66.6297	47.0103	1.56183	144.503	19.7821	11	4	6.85753	41.2266	61.7958
Caust.v2_014861	772	466	591	591	353	696	1040	1045	472	585	564	1295
Caust.v2_014862	741.284	583.438	650.132	619.955	445.781	591.474	573.536	627.201	562.56	506.172	496.785	739.725
Caust.v2_014863	1215	650	905	1123	650	1051	1079	1318	836	842	774	1454
Caust.v2_014864	2447	2321	2197	2124	2162	1610	989	1214	1894	1941	1732	845
Caust.v2_014865	759	821	687	857	863	414	190	355	589	509	594	182
Caust.v2_014866	4005	11301	4663	9923	7626	5921	6616	7665	7434	6670	7875	6388
Caust.v2_014867	1150	916	836	1185	782	989	1214	1486	964	1046	1059	1809
Caust.v2_014871	301	1195	513	1222	509	391	307	428	424	658	1170	317
Caust.v2_014876	2	2	5	4	2	1	0	1	7	8	3	0
Caust.v2_014878	9	1	6	13	3	5	1	3	11	27	5	2
Caust.v2_014881	574.0004	1106	625	989	698	657	915	1689.004	715.0001	677.0002	914	718
Caust.v2_014883	6	11	6	13	10	4	4	13	8	6	6	5
Caust.v2_014884	456.9944	409.4077	415.6164	470.5947	365.1021	387.1042	266.9974	408.6824	451.2806	312.962	380.6297	305.3122
Caust.v2_014885	242	175	239	226	133	225	261	293	180	228	273	274
Caust.v2_014888	20	4	5	8	1	9	7	5	37	20	3	16
Caust.v2_014889	195	264	179	347	98	134	125	148	162	144	257	119
Caust.v2_014891	17589.4	8312.38	13593.1	18842.9	10753.5	6633.82	7752.13	3155.15	13210.9	7225.92	13239.2	11812
Caust.v2_014892	2	0	0	0	0	0	0	9	1.5	5	3	31.875
Caust.v2_014893	873.445	676.876	742.691	640.417	357.113	220.668	542.383	712.93	1025.22	708.416	458.817	426.691
Caust.v2_014894	293.333	261	275.667	320.333	239	471.333	297.667	492	534.667	257	277.333	431.333
Caust.v2_014895	313.667	237.333	292	265.333	217.333	351.667	230.667	366.333	330.333	195	229.333	233.333
Caust.v2_014896	633.6411	8869.787	1077.8032	1767.9896	578.8982	916.2969	332.7858	699.4492	1651.1747	1775.236	1266.4043	385.4357
Caust.v2_014897	41.7666	13.4917	35.9019	25	51.2308	12.2134	3.68523	7.37516	15.8451	22.1539	2.43662	1.2221
Caust.v2_014898	796.772	792.904	720.314	1146.45	833.789	690	893.426	1125.44	761.341	597	813.794	1506.91
Caust.v2_014899	0	0	0	0.291525	0	0.017724	0	0	0	0	0	34.5769
Caust.v2_014900	346.5	273.5	306.5	320.5	262	305	266	332.5	277.5	236.5	305.5	365
Caust.v2_014902	9	5	8	8	1	7	6	6	10	1	9	7
Caust.v2_014903	0	1	0	0	0	0	0	0	0	2	0	0
Caust.v2_014904	110	99	128	76	59	188	56	102	144	115	111	101
Caust.v2_014905	9	57	3	8	10	5	4	5	18	19	15	18
Caust.v2_014908	5085	5919	4473	9603	6219	3876	4853	7061	5886	7161	6699	7657
Caust.v2_014909	747	515	781	699	535	691	646	811	749	578	557	703
Caust.v2_014910	431	255	319	252	231	333	330	385	261	259	292	384
Caust.v2_014911	12	20	18	15	10	7	6	3	16	11	3	16
Caust.v2_014912	397	218	260	320	191	277	440	481	254	268	276	717
Caust.v2_014913	8	6	1	1	6	11	7	4	4	0	5	1
Caust.v2_014914	0	5	4	0	1	2	2	1	2	3	2	2
Caust.v2_014916	99	131	92	155	101	52	52	48	73	81	105	40
Caust.v2_014917	85	91	80	152	116	100	62	63	90	59	127	65
Caust.v2_014918	1845.999	1404.999	1562.001	1592.001	1446	2199	1848	2676	2522.001	1664.001	1599.999	2208.999
Caust.v2_014919	998.9995	666.0003	840.0004	868.0004	575.0003	656.0001	622.0004	692.00022	669.00025	613	664.99994	563.9997
Caust.v2_014920	369	236	293	368	233	259	384	372	264	284	299	777
Caust.v2_014921	540	294	527	378	306	426	474	694	364	423	348	559
Caust.v2_014922	244	406	210	514	339	239	189	286	255	260	400	188
Caust.v2_014923	58	92	41	127	71	42	36	65	56	71	71	39
Caust.v2_014929	402.5080192466	196.3389	311.0029	293.53696	145.78338	357.649	417.687	393.96247	269.00408	358.032000027995	269.563	656.40429
Caust.v2_014930	266	318	397	471	289	197.0001	76	164	238	195.9997	355	193
Caust.v2_014931	3242.004	8462	6906.996	11728	5475.001	5855	5049.003	8395	8100	6998	7631	5694.996
Caust.v2_014933	1027	1045	967	1141	1198	889	1039	1322	906	698	711	1235
Caust.v2_014934	983	663.9996	1089	818.002	802.0008	1164.9998	1095.9988	1149	748	762.0004	835	1019.999
Caust.v2_014935	686	494	603	767	461	573	670	822	485	454	579	892
Caust.v2_014942	16	23	21	24	21	22	8	17	45	29	24	4
Caust.v2_014943	123	220	144	435	268	129	153	223	220	173	172	78
Caust.v2_014944	1337.64	1936.18	1163.85	1790.67	1037.32	1525.71	1413.26	1676.78	1697.07	1517.8	2028.57	1923.14
Caust.v2_014946	426.502	197.337	680.335	316.272	238.924	296.24	732.984	499.438	390.018	442.525	324.275	346.402
Caust.v2_014953	1736	910	1713	1149	1343	1083	245	579	1078	1118	1278	150
Caust.v2_014955	1	1.78507	3.64789	0	4	0	0	0	4.16859	4.56018	2	0
Caust.v2_014956	32	11.2149	30.3521	33	24	33	8	8	26.8314	14.4398	18	6
Caust.v2_014959	596.001	519.999	501.999	546.999	516	573.999	479.001	690	530.001	374.001	564.999	671.001
Caust.v2_014960	746	731	568	991	1049	1112	359	501	1330	797	425	298
Caust.v2_014961	753	1721	422	2647	1711	1368	524	554	1955	1266	725	327
Caust.v2_014962	470	410	328	632	342	422	725	636	346	342	436	1218
Caust.v2_014963	1526	1118	1083	1468	1019	1474	1181	1472	1273	1076	1141	1776
Caust.v2_014964	626.077	692.283	595.809	618.371	521	526.719	513.773	719.972	386.372	498.065	524.118	895.356
Caust.v2_014966	1636	1880	1895	5956	2341	1478	1667	2029	1610	2411	1211	2679
Caust.v2_014967	54	89235	66687	219765	67007	86822	25424	133552	109512	118505	77937	4545
Caust.v2_014968	122.979	84	60.9182	136	35	78	125	134.648	65.7493	93	57.9541	125.91
Caust.v2_014969	1.02143	0	2.08182	0	0	0	0	2.35171	2.25074	0	1.0459	1.08988
Caust.v2_014971	268	181	181	153	145	249	188	240	179	179	141	277
Caust.v2_014972	714	1482.97	951	2395	1591	1594	276	3091	2883	957	3122	398
Caust.v2_014973	10	84.0278	6	52	142	1787	9	52	7858	104	14	68
Caust.v2_014974	314.306	213.445	203.48	233.4	217.216	181.953	159.599	247.933	233.278	233.738	158.299	186.735
Caust.v2_014978	8	6	3	16	5	4	2	4	9	4	13	1
Caust.v2_014980	9	4	1	1	4	7	1	0	11	0	3	3
Caust.v2_014981	335.556	494.271	383.246	610.143	755.449	487.418	85	305.092	380.701	327.865	311.318	114.617
Caust.v2_014982	8.44429	8.72886	16.7544	6.85657	18.5507	7.58194	2	6.90807	8.29862	3.13542	9.6818	5.38257
Caust.v2_014983	1479	1382	1563	1662	1380	1685	1458	1878	1528	1351	1687	2023
Caust.v2_014984	8004	6907	8542	7354	5779	6555	5400	7857.999993	6657.00000003906	5822	5742	7396
Caust.v2_014985	5036	5189	4680	4953	4916	5366	4116	5978	5685	4257	5572	5186
Caust.v2_014986	237.234	254.268	346.914	271.367	314.344	256	190.241	151	197.015	116.459	266	123.93
Caust.v2_014987	0	0	0	0	0	0	82.8444	0	115.077	0	29.5238	185.308
Caust.v2_014988	294.27	205.863	151.296	187.724	55.5194	253.456	78.1887	264.749	183.776	212.933	42.121	286.164
Caust.v2_014990	730.2028	719.8648	926.2259	1122.76812	608.03944	716.30911	837.17714	959.3218	774.74762	632.19058	692.46424	782.9298
Caust.v2_014991	55.1392	144.645	96.1328	60.6442	50.9929	30.9083	57.3937	89.9982	30.1163	24.7509	64.2215	41.2868
Caust.v2_014993	6	7	5	10	10	7	4	4	8	12	9	3
Caust.v2_014995	307	757	622	2637	1031	2075	415	1835	4039	2066	875	212
Caust.v2_015000	1	2	3	0	1	2	2	3	10	1	0	2
Caust.v2_015005	2	0	0	0	0	3	0	0	0	0	0	1
Caust.v2_015010	3390	3942.99	4106.01	3407.01	4086	1262.001	1044	1748.001	2069.001	2517	3173.01	1259.001
Caust.v2_015011	97	28	13	7	12	13	2	15	24	12	24	11
Caust.v2_015012	64	2	0	3	4	0	1	1	6	2	0	2
Caust.v2_015015	1	0	1	0	0	0	0	0	2	1	4	0
Caust.v2_015018	265	174.613	238.55	160.713	210	237	250	350.766	194	174.036	171.329	316
Caust.v2_015022	10	7.38739	13.4498	4.28726	3	6	9	7.23414	6	10.9642	5.67143	9
Caust.v2_015023	2661	1125	1733.67	1662	1057	1927.7	2358	2840	1460	1720	1401.64	3682
Caust.v2_015025	907	664	505	884	781	653	825	966	806	867	574	1112
Caust.v2_015026	2504	1280	1843	1727	1043	2215	2933	3280	1684	1840	1334	2926
Caust.v2_015027	10	11	5	21	10	15	4	12	28	15	7	32
Caust.v2_015028	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015030	611.5	523	697	623.5	557	603	648.5	792.5	603	453	532.5	509
Caust.v2_015031	1	1	3	8	1	3	2	2	3	2	3	2
Caust.v2_015032	219	76.45	130	69	44	28	43	52	51	68.8737	112	25
Caust.v2_015034	1110.98	8186	5460.63	9745.58	4611.53	3242.97	7469.09	8645	6891.31	7293.96	5100.82	3037.44
Caust.v2_015035	196	629	404	938	418	352	580	616	516	586	402	337
Caust.v2_015037	114	162	128	127.5	121.5	126.5	115.5	106.5	133.5	109	105.5	151.5
Caust.v2_015038	102	403	142.5	255	184.5	111.5	206	141.5	174.5	150.5	178.5	203.5
Caust.v2_015039	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015040	9	12	4	4	4	2	4	7	8	14	6	8
Caust.v2_015041	1262	1137	1491	1401	1232	1236	1264	1541	1275	1121	1400	1591
Caust.v2_015042	815.001	720.999	723	1002.999	645.999	771	1053	1317	614.001	734.001	899.001	1446
Caust.v2_015043	2	1	4	2	4	14	9	3	7	3	10	3
Caust.v2_015052	199	132	161	195	193	123	29	88	161	103	132	46
Caust.v2_015060	613	371	550	253.107	336	193.657	319.133	713	393	311	212.434	508.475
Caust.v2_015062	1692	732	1129	1289	708	1333	1952	2232	997	1179	1092	2672
Caust.v2_015063	1708	1099	1446	1359	962	1506	1845	2045	1223	1151	1312	2442
Caust.v2_015064	1933	753	1004	1486	767	1245	1744	2540	1394	1510	1138	1970
Caust.v2_015066	615	845	702	857	628	706	582	821	606	729	848	833
Caust.v2_015067	1824	959	1364	1547	1053	1532	2216	2522	1132	1287	1220	2913
Caust.v2_015068	9	8	11	30	9	15	11	17	17	10	11	8
Caust.v2_015069	198	321	370	470	262	230	207	390	315	204	345	370
Caust.v2_015070	1167	721	935	992	632	961	1216	1309	861	881	753	1666
Caust.v2_015071	656	418	480	429	381	566	779	715	495	508	444	939
Caust.v2_015072	725.873	396.215	334.565	364.987	325.41	351.35	300.472	381.263	400.655	485.815	358.307	473.748
Caust.v2_015073	0	2	1	0	5	3	0	0	2	1	1	3
Caust.v2_015074	42.7053	158.178	61.5293	82.6967	27.0873	64.7666	57.31	138.441	80.9816	61.9036	79.2996	42.9453
Caust.v2_015075	1.07225	5.06416	0	1.19942	0	0	0	4.08374	0	0	0	0
Caust.v2_015076	2262	2159	2430	2128	2029	1890	1379	1782	1885	1400	1764	1527
Caust.v2_015077	14	144	19	35	9	472	16	14	295	39	26	24
Caust.v2_015078	3	4	2	7	7	4	3	1	5	4	6	0
Caust.v2_015080	143.506	24.4518	32.8278	32.3142	16.3681	114.295	145.355	158.386	47.5123	65.2955	33.9986	101.142
Caust.v2_015081	552.101	412.551	428.362	530.635	359.681	298.456	335.728	490.406	310.339	389.957	356.097	474.254
Caust.v2_015083	0	3	0	1	1	2	0	0	1	0	1	0
Caust.v2_015086	160	65	74	96	53	87	72	126	78	75	61	70
Caust.v2_015093	651	753	652	795	827	428	215	345	536	624	756	400
Caust.v2_015095	90	83.6	82.8	103.2	68.4	66	66.8	89.6	63.2	67.2	68.4	87.6
Caust.v2_015096	1403	1204.2	1120.19	1605	1016.37	1280	1511	1829.57	1194	1190	1230	1883.18
Caust.v2_015097	1974.59	1442.87	1621.85	2396	1066.71	1575.74	1707.1	2882.65	1698.77	1817.34	1465.1	2603.14
Caust.v2_015098	788	746.805	773.813	898	645.626	880	942	1198.43	815	822	964	1229.82
Caust.v2_015099	610	377	632	534	379	432	444	551	479	419	334	545
Caust.v2_015101	56	41	35	56	23	40	60	86	84	75	47	53
Caust.v2_015103	55	40	27	33	24	45	39	72	65	53	58	75
Caust.v2_015104	2547	1491	1626	2301	1346.001	1992	2148.999	2642.001	1640.001	1760.001	1808.001	2706.999
Caust.v2_015105	457.851	251.488	294.511	358.633	193.021	376.46	489.454	409.277	280.518	312.012	343.178	713.615
Caust.v2_015106	733	401	561	590	412	699	980	1106	600	455	477	903
Caust.v2_015107	4754	3128	4114	3930	2883	3750	4823	5638	2853	3054	3227	5656
Caust.v2_015108	956	566	871	697	569	813	960	979	694	528	607	1230
Caust.v2_015109	276.2526	318.156	629.259	902.439	525.303	906.405	921.465	906.222	500.298	799.602	825.075	697.089
Caust.v2_015110	321.32	358.152	130.732	318.466	199.344	317.489	221.273	86.7852	110.218	73.8824	315.742	168.316
Caust.v2_015111	60.7381	44.839	52.5556	46.9716	24.8925	79.7968	69.4896	57.9003	56.1681	56.9962	47.7737	41.9285
Caust.v2_015112	900.789	935.778	471.326	1016.83	437.842	584.225	401.204	750.518	565.65	589.217	368.93	1112.74
Caust.v2_015113	16	16	30	25	42	11	19	26	34	86	8	35
Caust.v2_015114	1900	1437	1635	1791	1271	1889	1678	2137	1461	1887	1430	2287
Caust.v2_015115	1205.001	579	788.001	861.999	521.001	975.999	1379.001	1323.999	650.001	776.001	699.999	1944
Caust.v2_015116	922	780	904	951	696	777	526	1036	789	701	769	787
Caust.v2_015117	5062	3628	5775	3551	2748	6159	1004	2248	6753	4709	3589	1512
Caust.v2_015118	16	10	16	17	3	9	18	12	8	10	15	17
Caust.v2_015119	7	3	1	0	0	19	0	1	0	0	5	0
Caust.v2_015120	6	3	2	4	2	4	2	4	8	0	4	5
Caust.v2_015122	232	107	118	95	72	138	149	316	190	167	122	196
Caust.v2_015123	13	3	10	7	7	18	15	22	14	10	4	15
Caust.v2_015128	694	359	421	342	230	469	532	703	415	515	431	627
Caust.v2_015130	2380.82	3901.73	2610.09	4737.91	3639.87	1455.76	1036.26	1773.9	2588.39	3105.57	2372.12	1348.84
Caust.v2_015134	1129	2394	1438	8236	1396	3912	1878	4321	7423	10262	3588	1035
Caust.v2_015135	355	391	369	535	355	440	374	615	431	384	427	384
Caust.v2_015136	9213	6472	6978	9730	6321	8287	9009	12558	7111	7848	7275	13203
Caust.v2_015137	360.528	280.135	358.402	243.484	210.172	474.089	327.912	459.27	400.399	219.206	302.893	430.548
Caust.v2_015138	80.632	58	70	54	67	122	89	106.658	83	58	67	90
Caust.v2_015139	38.0923	25.1754	79.2572	169.59	17.0675	79.2354	56.1328	63.4887	44.1584	84.5125	56.1911	185.685
Caust.v2_015140	302.632	444.528	694.236	734.725	1004.43	672.684	311.637	293.854	167.247	533.871	1115.44	774.762
Caust.v2_015141	1208.67	1822	2189.67	2305.67	1932.67	1845.33	865.333	2578.33	2019.33	3033	1511.67	765
Caust.v2_015142	2986.74	13425.7	7939	20599.6	31713	7664	7026	6722.83	7.4573	9040	24167.1	6422
Caust.v2_015160	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015166	99	66	86	93	38	73	48	47	61	64	82	82
Caust.v2_015170	233.738	126.071	223.167	158.382	99.9596	153.696	126.261	109.897	132.549	147.398	183.678	190.988
Caust.v2_015176	24	20	28	18	9	15	14	8	21	25	18	15
Caust.v2_015180	500.9834	461.01	656.8622	555.4338	448.763	572.7386	553.3804	629.0652	462.4986	456.5386	576.4588	848.4606
Caust.v2_015181	1141.02	424.99	889.138	837.566	556.237	1179.26	2405.62	1960.93	695.501	751.461	821.541	3535.54
Caust.v2_015182	1732	1420	1572	1947	1289	1744	2078	2339	1412	1465	1697	2433
Caust.v2_015186	63.5675	51.9471	121.986	155.461	149.404	109.378	75.1515	167.65	137.959	104.124	120.694	57.5775
Caust.v2_015187	1229	764	920	1068	733	978	1409	1559	926	815	965	1420
Caust.v2_015191	27	85	87	128	86	84	54	170	268	118	144	45
Caust.v2_015195	46	15	5	41	5	11	22	39	50	22	14	34
Caust.v2_015196	11	9	13	29	10	12	7	25	50	13	21	5
Caust.v2_015197	59	49	62	36	50	39	42	51	63	27	50	34
Caust.v2_015202	22	24	16	42	21	30	28	25	37	23	16	24
Caust.v2_015214	359.939	132.146	191.418	181.946	129.661	245.66	195.114	230.86	194.689	114.1	183.855	234.594
Caust.v2_015216	1620	1279.46	1029.01	951	700.709	1556	2485	2253	1198	997	1264	2877
Caust.v2_015217	492	488	588	516	516	603	660	692	601	429	534	901
Caust.v2_015218	29	17	20	32	21	30	24	28	19	41	37	40
Caust.v2_015222	0	0	0	0	0	0	0	0	0	0	0	1
Caust.v2_015225	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015228	173.802	143.271	121.209	155.406	106.717	170.197	111.825	90.3223	155.169	127.159	101.511	80.5851
Caust.v2_015229	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015230	135	99	112	132	96	119	162	180	122	96	104	233
Caust.v2_015231	61	37	56	26	18	29	63	43	51	24	46	82
Caust.v2_015232	1292	670	999	1151	570	1080	1713	1699	835	977	946	2646
Caust.v2_015233	146	123	160	159	153	193	177	233	159	112	153	244
Caust.v2_015234	140	87	132	105	88	109	109	128	82	61	102	159
Caust.v2_015235	154	177	129	199	109	169	129	142	194	138	184	152
Caust.v2_015236	919	905	1100	1212	1058	1350	1001	1703	1249	1052	1445	1069
Caust.v2_015237	242	247	224	386	306	289	274	434	247	254	323	328
Caust.v2_015238	186	172	146	237	137	135	196	196	108	113	173	236
Caust.v2_015239	1111	782	976	1146	783	921	1054	1292	831	819	774	1201
Caust.v2_015241	17	10	11	9	7	6	3	6	8	10	8	4
Caust.v2_015243	1749	1724	1410	2275	1416	1382	1618	1834	1371	1597	1644	1869
Caust.v2_015244	166.87	464.08	257.355	534.214	429.422	74.4717	68.1682	220.264	131.453	175.123	295.193	33.8786
Caust.v2_015248	5	0	11	10	2	6	1	2	2	9	5	3
Caust.v2_015258	11455	9411	12380	9683	8823	9488	7621	10451	8641	7796	8993	10270
Caust.v2_015259	659	826	687	785	743	576	337	482	739	514	454	419
Caust.v2_015268	71.2821	60.1196	75.9765	84.0979	68.4611	51.8062	52.4036	105.891	116.888	69.9287	83.3387	72.4419
Caust.v2_015269	0	1.31003	0	0	0	0	0	0	0	0	0	0
Caust.v2_015270	561	1202	585	2205	757	541	1107	1444	840	724	731	1100
Caust.v2_015272	223	215.5	286.5	312.5	250.5	235.5	239.5	252	202.5	186	278	288
Caust.v2_015280	7	5	7	2	1	7	0	3	10	11	0	0
Caust.v2_015286	2475	1462	1861	1964	1199	1883	2129	2514	1479	1545	1826	3079
Caust.v2_015288	2145	1621	2108	2065	1526	2122	1886	2219	1697	1778	1484	2350
Caust.v2_015289	1190	492	1667	918	2357	855	279	578	794	608	563	338
Caust.v2_015291	43	44	46	67	51	40	61	64	43	36	38	63
Caust.v2_015294	53	75	74	63	66	54	65	102	100	66	58	100
Caust.v2_015296	492	263	375	326	296	353	211	303	392	325	286	172
Caust.v2_015297	12	2	2	1	3	4	2	1	9	6	6	3
Caust.v2_015318	1	0	2	2	0	1	0	3	4	0	2	0
Caust.v2_015319	0	0	0	1	0	0	1	0	2	2	0	0
Caust.v2_015325	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015326	0	0	3	4	1	3	0	2	1	4	0	0
Caust.v2_015328	1	3	3	3	1	4	1	6	3	4	2	0
Caust.v2_015330	11	9	11	13	4	5	11	4	10	10	5	9
Caust.v2_015336	387.936	723.962	563.51	765.08	678.388	386.231	178.793	299.479	584.807	390.447	420.925	327.744
Caust.v2_015337	1	0	0	0	1	1	1	0	1	1	4	0
Caust.v2_015338	1	0	2	0	2	2	2	1	1	0	2	0
Caust.v2_015339	23	37	23	14	23	21	15	14	29	11	17	11
Caust.v2_015340	31	32	19	41	24	35	51	42	34	26	19	96
Caust.v2_015343	8439	9355	9002	8164	6781	5859	4380	4575	6000	5530	10702	5519
Caust.v2_015344	124	24	32	54	21	68	50	70	42	83	61	87
Caust.v2_015349	933	455	647	597	365	773	881	1053	643	652	591	1159
Caust.v2_015350	1583	1045	1174	1677	1116	1315	1492	1849	1347	1309	1150	2152
Caust.v2_015352	3974.02	1608.22	2554.51	3041.63	1334.53	3448.82	3889.35	4742.25	2342.58	2514.68	2627.72	4377.99
Caust.v2_015353	538	310	498	395	334	483	569	660	415	404	353	772
Caust.v2_015354	6.33197	3.35609	3.65033	2.11873	2.44658	4.35627	4.33798	7.451	4.0049	2.33432	3.51827	8.74739
Caust.v2_015355	17.2349	14.1961	16.2074	14.1039	8.1059	11.0708	6.00382	4.02006	22.3258	13.1031	17.1915	9.07296
Caust.v2_015356	1314	1158	1215	1180	1124	1611	1079	1517	1783	1016	1126	1445
Caust.v2_015357	103	106	211	281	264	116	20	55	186	101	171	39
Caust.v2_015361	0	0	1	0	2	0	2	0	1	0	3	0
Caust.v2_015362	0	0	0	0	0	0	0	0	0	0	4.70195	0
Caust.v2_015363	411.678	221.929	0	375	592	0	0	0	374.375	0	287.057	1101
Caust.v2_015365	28	24	46	29	35	29	13	25	30	27	20	19
Caust.v2_015371	0	0	0	1	2	0	0	0	0	0	1	0
Caust.v2_015374	753	408	558	607	474	553	631	896	493	517	394	751
Caust.v2_015375	32	25	24	13	11	35	20	30	33	13	28	18
Caust.v2_015376	2543.48	1585.06	1336.66	1979.61	1767.67	1804.56	1731.62	2034.68	1709.46	1877.46	1438.49	2018.93
Caust.v2_015377	1541.001	1698	1578	1670.001	1536.999	1518.999	1551	1953	1392	1422.999	1397.001	1536.999
Caust.v2_015378	1301	1248	1206	1455	1010	1003	1081	1372	961	1016	1098	1277
Caust.v2_015379	909	649	739	761	523	789	1047	855	680	707	759	1108
Caust.v2_015380	43	91	43	127	109	46	30	11	33	73	45	18
Caust.v2_015381	325	304	523	524	509	264	159	226	418	408	383	249
Caust.v2_015382	746	341	424	544	330	622	825	773	439	505	363	1298
Caust.v2_015386	15	14	31	16	6	35	31	27	42	15	28	63
Caust.v2_015387	0	0	0	0	0	0	0	3	0	0	0	0
Caust.v2_015391	10	0	4	0	5	3	2	1	2	3	4	3
Caust.v2_015392	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015400	39	219	121	219	149	81	24	91	132	143	120	43
